brand_name,ratingCount
KASSUALLY,184.2254362
KASSUALLY,184.2254362
KASSUALLY,184.2254362
KASSUALLY,34
KASSUALLY,143
KASSUALLY,7
KASSUALLY,184.2254362
KASSUALLY,184.2254362
KASSUALLY,184.2254362
KASSUALLY,184.2254362
SERA,750
SERA,70
SERA,1011
SERA,459
SERA,256
SERA,245
SERA,11
SERA,8
SERA,24
SERA,184.2254362
SERA,184.2254362
SERA,2
SERA,1191
SERA,12
SERA,249
SERA,15
SERA,1409
SERA,184.2254362
SERA,184.2254362
SERA,14
SERA,4
SERA,184.2254362
SERA,184.2254362
SERA,7
SERA,9
SERA,184.2254362
SERA,19
SERA,6
SERA,11
SERA,5
SERA,30
SERA,184.2254362
SERA,11
SERA,10
SERA,33
SERA,12
SERA,184.2254362
SERA,10
SERA,13
SERA,8
SERA,184.2254362
SERA,9
TOKYO TALKIES,1856
TOKYO TALKIES,125
TOKYO TALKIES,347
TOKYO TALKIES,1724
TOKYO TALKIES,583
TOKYO TALKIES,106
TOKYO TALKIES,7
TOKYO TALKIES,1027
TOKYO TALKIES,272
TOKYO TALKIES,1135
TOKYO TALKIES,544
TOKYO TALKIES,64
TOKYO TALKIES,1856
TOKYO TALKIES,36
TOKYO TALKIES,1589
TOKYO TALKIES,829
TOKYO TALKIES,374
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,49
TOKYO TALKIES,202
TOKYO TALKIES,589
TOKYO TALKIES,188
TOKYO TALKIES,402
TOKYO TALKIES,3339
TOKYO TALKIES,496
TOKYO TALKIES,379
TOKYO TALKIES,134
TOKYO TALKIES,577
TOKYO TALKIES,346
TOKYO TALKIES,779
TOKYO TALKIES,122
TOKYO TALKIES,1096
TOKYO TALKIES,8
TOKYO TALKIES,133
TOKYO TALKIES,125
TOKYO TALKIES,940
TOKYO TALKIES,518
TOKYO TALKIES,20
TOKYO TALKIES,184.2254362
TOKYO TALKIES,585
TOKYO TALKIES,450
TOKYO TALKIES,184.2254362
TOKYO TALKIES,214
TOKYO TALKIES,962
TOKYO TALKIES,139
TOKYO TALKIES,55
TOKYO TALKIES,1261
TOKYO TALKIES,33
TOKYO TALKIES,799
TOKYO TALKIES,62
TOKYO TALKIES,986
TOKYO TALKIES,503
TOKYO TALKIES,11
TOKYO TALKIES,339
TOKYO TALKIES,1186
TOKYO TALKIES,448
TOKYO TALKIES,71
TOKYO TALKIES,80
TOKYO TALKIES,43
TOKYO TALKIES,305
TOKYO TALKIES,133
TOKYO TALKIES,71
TOKYO TALKIES,58
TOKYO TALKIES,128
TOKYO TALKIES,17
TOKYO TALKIES,77
TOKYO TALKIES,44
TOKYO TALKIES,998
TOKYO TALKIES,760
TOKYO TALKIES,132
TOKYO TALKIES,149
TOKYO TALKIES,205
TOKYO TALKIES,1383
TOKYO TALKIES,186
TOKYO TALKIES,80
TOKYO TALKIES,239
TOKYO TALKIES,54
TOKYO TALKIES,81
TOKYO TALKIES,184.2254362
TOKYO TALKIES,184.2254362
TOKYO TALKIES,100
TOKYO TALKIES,178
TOKYO TALKIES,184.2254362
TOKYO TALKIES,139
TOKYO TALKIES,104
TOKYO TALKIES,105
TOKYO TALKIES,184.2254362
TOKYO TALKIES,66
TOKYO TALKIES,58
TOKYO TALKIES,369
TOKYO TALKIES,20
TOKYO TALKIES,89
TOKYO TALKIES,275
TOKYO TALKIES,1672
TOKYO TALKIES,13
TOKYO TALKIES,14
TOKYO TALKIES,1058
TOKYO TALKIES,184.2254362
TOKYO TALKIES,7
TOKYO TALKIES,36
TOKYO TALKIES,838
TOKYO TALKIES,27
TOKYO TALKIES,184.2254362
TOKYO TALKIES,324
TOKYO TALKIES,38
TOKYO TALKIES,73
TOKYO TALKIES,240
TOKYO TALKIES,98
TOKYO TALKIES,87
TOKYO TALKIES,34
TOKYO TALKIES,21
TOKYO TALKIES,184.2254362
TOKYO TALKIES,26
TOKYO TALKIES,6
TOKYO TALKIES,184.2254362
TOKYO TALKIES,72
TOKYO TALKIES,147
TOKYO TALKIES,114
TOKYO TALKIES,97
TOKYO TALKIES,87
TOKYO TALKIES,184.2254362
TOKYO TALKIES,37
TOKYO TALKIES,184.2254362
TOKYO TALKIES,10
TOKYO TALKIES,352
TOKYO TALKIES,116
TOKYO TALKIES,51
TOKYO TALKIES,95
TOKYO TALKIES,18
